"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GSJK","Compressco Partners, L.P.","22.3","345481122.1","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/gsjk",
"CRK","Comstock Resources, Inc.","15.47","747255407.99","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CXO","Concho Resources Inc.","91.85","9613655040.55","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"COP","ConocoPhillips","59.31","72514760666.31","n/a","1985","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","33.23","7595155003.08","n/a","1986","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"CEP","Constellation Energy Partners, LLC","1.6","37985168","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cep",
"MCF","Contango Oil & Gas Company","39.31","597313563.12","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CLR","Continental Resources, Inc.","83.18","15438426929.76","n/a","1998","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CLB","Core Laboratories N.V.","132.86","6121533800.2","n/a","1993","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CXPO","Crimson Exploration Inc.","3.05","142200430.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxpo",
"CRT","Cross Timbers Royalty Trust","28.95","173700000","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"XTXI","Crosstex Energy, Inc.","18.3","871071051.3","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/xtxi",
"XTEX","Crosstex Energy, L.P.","19.2","1515627052.8","n/a","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/xtex",
"QBC","Cubic Energy Inc","0.27","20848295.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qbc",
"CMI","Cummins Inc.","112.83","21408151853.94","n/a","1984","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CVI","CVR Energy Inc.","50.67","4399729303.5","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"CVRR","CVR Refining, LP","32.03","4727628000","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"DWSN","Dawson Geophysical Company","27.91","224470556.87","n/a","1981","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"DEJ","Dejour Energy Inc.","0.192","28591943.808","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dej",
"DKL","Delek Logistics Partners, L.P.","28.99","695716978.84","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","37.93","2267288735.58","n/a","1996","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DNR","Denbury Resources Inc.","18.03","6733530623.91","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DVN","Devon Energy Corporation","54.44","22102640000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DO","Diamond Offshore Drilling, Inc.","68.9","9579522248.4","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"FANG","Diamondback Energy, Inc.","26.05","963499158.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DOM","Dominion Resources Black Warrior Trust","5","39250000","n/a","1994","Energy","Coal Mining","http://www.nasdaq.com/symbol/dom",
"DMLP","Dorchester Minerals, L.P.","23.49","720565874.19","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DBLE","Double Eagle Petroleum Company","5.54","62746970.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dble",
"DBLEP","Double Eagle Petroleum Company","25.98","41827800","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dblep",
"DRC","Dresser-Rand Group Inc.","58.3","4434665698.1","n/a","1980","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/drc",
"DRQ","Dril-Quip, Inc.","84.79","3435483997.19","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"EROC","Eagle Rock Energy Partners, L.P.","9.89","1559500664.33","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"ESTE","Earthstone Energy, Inc.","15.99","27514184.88","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"NGT","Eastern American Natural Gas Trust","20.91","123369000","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ngt",
"ECT","ECA Marcellus Trust I","12.54","220766700","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"EC","Ecopetrol S.A.","54.39","1483156939.53","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"ESIO","Electro Scientific Industries, Inc.","10.75","317155186","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EOX","Emerald Oil, Inc.","6.41","166016807.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eox",
"EMR","Emerson Electric Company","55.99","40428846161.77","n/a","1993","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"EEQ","Enbridge Energy Management LLC","29.95","1565895197.7","n/a","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","30.01","9100002883.52","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","44.83","36181018662.42","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","18.59","13672012860.22","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"END","Endeavor International Corporation","2.76","130824000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/end",
"NDRO","Enduro Royalty Trust","16.3","537900000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","50.46","3644349973.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","96.54","5989899601.2","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EXXI","Energy XXI (Bermuda) Limited","25.75","2043444913","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ERF","Enerplus Corporation","13.86","2761144903.44","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"E","ENI S.p.A.","46.03","83376440500","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ESV","ENSCO plc","58.72","13664691270.4","n/a","1981","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"EOG","EOG Resources, Inc.","126.89","34501860619.89","n/a","1989","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPL","EPL Oil & Gas, Inc.","30.15","1183172500.35","n/a","2000","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epl",
"EQU","Equal Energy Ltd.","3.75","133361126.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/equ",
"EVEP","EV Energy Partners, L.P.","52.23","2224949948.4","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EPM","Evolution Petroleum Corporation, Inc.","9.97","280224756.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"XCO","EXCO Resources NL","7.29","1586093428.35","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"XIDE","Exide Technologies","1.46","115827975.8","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xide",
"XOM","Exxon Mobil Corporation","88.6","396967837661","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FPP","FieldPoint Petroleum Corporation","4","32259344","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FTI","FMC Technologies, Inc.","52.78","12531920215.36","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"FES","Forbes Energy Services Ltd","3.77","80445274.13","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FST","Forest Oil Corporation","4.9","584685973.2","n/a","1987","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fst",
"FET","Forum Energy Technologies, Inc.","27.56","2533330440.68","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fet",
"FCEL","FuelCell Energy, Inc.","0.9217","174639590.4708","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/fcel",
